Keyword,Category,SEA competition index,SEA Cost per click,Demand,month,year
commande fioul,Fioul - Transactional,0.73,1.95,90,11,2013
tendance prix du fioul,Fioul - Price,0.25,0.59,110,11,2013
prime fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.31,1.12,40,11,2013
prix du fioul bretagne,Fioul - Price,0.12,0.66,30,11,2013
prix du fioul vosges,Fioul - Price,0.09,0.69,20,11,2013
fioul discount,Fioul - Low cost,0.45,0.59,170,11,2013
prix du fioul aujourd hui,Fioul - Price,0.17,0.35,260,11,2013
livraison fuel,Fioul - Transactional,0.43,0.87,260,11,2013
aide chauffage fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.51,0.61,20,11,2013
prix du fioul aveyron,Fioul - Price,0.2,0.31,10,11,2013
court du fioul,Fioul - Price,0.15,0.28,40,11,2013
prix du fioul haut rhin,Fioul - Price,0.12,0.57,10,11,2013
cours fuel,Fioul - Price,0.11,0.25,90,11,2013
le prix du fioul domestique,Fioul - Price,0.4,0.47,40,11,2013
fioul alsace,Fioul - Generic,0.29,0.79,70,11,2013
prix du fioul manche,Fioul - Price,0.16,0.39,10,11,2013
livraison de fioul,Fioul - Transactional,0.34,1.25,140,11,2013
comparateur fioul,Fioul - Low cost,0.46,1.02,90,11,2013
prix de fioul,Fioul - Price,0.39,0.57,210,11,2013
aide pour le chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.61,0.69,110,11,2013
quand acheter du fioul,Fioul - Transactional,0.44,0.82,10,11,2013
evolution du prix du fioul,Fioul - Price,0.13,0.38,90,11,2013
prixfioul,Fioul - Price,0.08,0.98,210,11,2013
prix du fioul haute loire,Fioul - Price,0.09,0.81,10,11,2013
prix du fioul loire,Fioul - Price,0.16,0.39,20,11,2013
prix du fioul tarn,Fioul - Price,0.26,0.39,10,11,2013
prix du fioul superieur,Fioul - Price,0.23,0.92,30,11,2013
prix du fioul nord,Fioul - Price,0.1,0.18,10,11,2013
prix du fioul vaucluse,Fioul - Price,0.3,0.36,10,11,2013
tarif du fuel domestique,Fioul - Price,0.32,0.42,110,11,2013
prix du fioul oise,Fioul - Price,0.16,0.76,50,11,2013
cours fuel domestique,Fioul - Price,0.18,0.59,210,11,2013
tarif du fioul domestique,Fioul - Price,0.38,0.38,70,11,2013
le fioul,Fioul - Generic,0.09,0.69,170,11,2013
le prix du fuel,Fioul - Price,0.22,0.68,110,11,2013
cours fioul domestique,Fioul - Price,0.16,0.7,70,11,2013
prix du litre de fioul domestique,Fioul - Price,0.18,0.45,70,11,2013
aide fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.38,0.65,40,11,2013
fonctionnement chaudiere fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.07,,320,11,2013
prix du fioul calvados,Fioul - Price,0.33,0.76,20,11,2013
prix du fioul pas de calais,Fioul - Price,0.13,0.73,20,11,2013
prix du fioul gard,Fioul - Price,0.25,0.2,20,11,2013
prix du fioul orne,Fioul - Price,0.19,0.19,10,11,2013
evolution prix du fuel,Fioul - Price,0.09,0.46,260,11,2013
evolution prix fuel,Fioul - Price,0.11,0.35,90,11,2013
prix du fioul var,Fioul - Price,0.36,0.69,20,11,2013
comparateur prix fioul,Fioul - Low cost,0.62,0.67,110,11,2013
prix du fioul sarthe,Fioul - Price,0.22,0.67,10,11,2013
commande de fioul,Fioul - Transactional,0.67,1.39,40,11,2013
tarif du fuel,Fioul - Price,0.25,0.52,90,11,2013
prix du fuel domestique aujourd hui,Fioul - Price,0.14,1.61,320,11,2013
aide au fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.27,0.75,40,11,2013
livraison fioul domestique,Fioul - Transactional,0.52,1.58,320,11,2013
prix du fioul isere,Fioul - Price,0.22,0.25,20,11,2013
prix du fioul morbihan,Fioul - Price,0.22,0.76,30,11,2013
cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1,0.79,320,11,2013
prix du fioul loiret,Fioul - Price,0.27,0.57,10,11,2013
achat groupé fioul,Fioul - Transactional,0.59,0.96,210,11,2013
prix du fioul ille et vilaine,Fioul - Price,0.1,0.52,10,11,2013
prix du fioul somme,Fioul - Price,0.12,0.15,30,11,2013
prix fuel chauffage,Fioul - Price,0.32,0.35,50,11,2013
prix fioul domestique aujourd hui,Fioul - Price,0.26,0.32,260,11,2013
prix litre de fioul,Fioul - Price,0.14,0.18,50,11,2013
prix moyen du fioul,Fioul - Price,0.11,0.41,70,11,2013
cout du fioul,Fioul - Price,0.1,0.3,40,11,2013
prix fioul aujourd hui,Fioul - Price,0.26,0.49,10,11,2013
vente fioul domestique,Fioul - Transactional,0.48,0.65,50,11,2013
courbe prix du fioul,Fioul - Price,0.07,0.65,10,11,2013
fioul tarif,Fioul - Price,0.42,0.53,90,11,2013
prix du litre de fioul domestique aujourd hui,Fioul - Price,0.19,0.53,90,11,2013
nettoyage cuve fioul prix,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.82,1.13,90,11,2013
prix du fioul maine et loire,Fioul - Price,0.2,0.32,10,11,2013
chaudiere fioul ventouse,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1,0.52,170,11,2013
prix du fioul deux sevres,Fioul - Price,0.09,0.75,10,11,2013
commande fuel,Fioul - Transactional,0.69,2.04,50,11,2013
nettoyage cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.21,2.08,20,11,2013
vente fioul,Fioul - Transactional,0.31,0.67,30,11,2013
aide pour le fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.4,0.79,50,11,2013
estimation consommation fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.1,0.97,30,11,2013
cout fioul,Fioul - Price,0.15,0.58,30,11,2013
prix du litre de fuel domestique,Fioul - Price,0.14,0.66,50,11,2013
court du fioul domestique,Fioul - Price,0.18,0.36,10,11,2013
cours fuel domestique aujourd hui,Fioul - Price,0.35,0.43,20,11,2013
le fioul va t il baisser,Fioul - Price,0.22,1.08,10,11,2013
prix du fioul aisne,Fioul - Price,0.11,0.5,10,11,2013
consommation fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.04,0.84,140,11,2013
tendance prix du fuel domestique aujourd hui,Fioul - Price,0.22,0.68,30,11,2013
tarif du fuel domestique aujourd hui,Fioul - Price,0.28,0.64,30,11,2013
fuel le moins cher,Fioul - Low cost,0.78,0.51,110,11,2013
prix du litre de fuel,Fioul - Price,0.08,0.17,110,11,2013
simulateur consommation fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.07,1.11,40,11,2013
prix du fioul evolution,Fioul - Price,0.1,0.42,10,11,2013
cours du fioul domestique aujourd hui,Fioul - Price,0.24,0.53,50,11,2013
evolution du prix du fuel,Fioul - Price,0.13,0.27,40,11,2013
prix moyen du fuel domestique,Fioul - Price,0.21,0.33,70,11,2013
prix du fioul de chauffage,Fioul - Price,0.28,0.65,30,11,2013
evolution prix fuel domestique,Fioul - Price,0.08,0.9,70,11,2013
prix du fioul tendance,Fioul - Price,0.26,0.6,10,11,2013
fioul limoges,Fioul - Generic,0.27,0.25,30,11,2013
court du fuel,Fioul - Price,0.23,0.26,10,11,2013
tendance prix fioul domestique,Fioul - Price,0.22,0.44,30,11,2013
fioul bretagne,Fioul - Generic,0.4,0.18,10,11,2013
prix actuel du fuel domestique,Fioul - Price,0.26,0.22,40,11,2013
prix nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.74,0.6,50,11,2013
consommation fuel domestique,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0,,70,11,2013
prix du fioul dordogne,Fioul - Price,0.12,0.38,10,11,2013
prix du fioul cantal,Fioul - Price,0.12,0.08,10,11,2013
fioul bas rhin,Fioul - Generic,0.22,0.38,30,11,2013
prix du fioul lorraine,Fioul - Price,0.09,0.58,30,11,2013
prix du fioul ardennes,Fioul - Price,0.09,0.5,20,11,2013
prix du fioul tarn et garonne,Fioul - Price,0.19,0.61,10,11,2013
achat fuel,Fioul - Transactional,0.85,0.55,50,11,2013
prix du fioul lot et garonne,Fioul - Price,0.16,0.61,10,11,2013
evolution fioul,Fioul - Price,0.15,0.41,10,11,2013
prix de fuel,Fioul - Price,0.3,0.52,70,11,2013
prix du fod,Fioul - Price,0.06,0.81,70,11,2013
quand acheter son fioul,Fioul - Transactional,0.29,1.78,10,11,2013
prix du fioul correze,Fioul - Price,0.03,,10,11,2013
cours du fioul aujourd hui,Fioul - Price,0.12,0.15,20,11,2013
comparateur prix fuel,Fioul - Low cost,0.45,0.35,40,11,2013
cours du fuel aujourd hui,Fioul - Price,0.13,0.17,10,11,2013
augmentation du fioul,Fioul - Price,0.13,0.37,10,11,2013
prix de fioul domestique,Fioul - Price,0.34,0.43,70,11,2013
tendance prix du fuel,Fioul - Price,0.2,0.35,90,11,2013
fioul moselle,Fioul - Generic,0.25,0.15,30,11,2013
prix du fioul drome,Fioul - Price,0.28,0.37,20,11,2013
fournisseur de fioul,Fioul - Transactional,0.46,0.5,70,11,2013
prix du fioul lozere,Fioul - Price,0.11,0.23,10,11,2013
fioul domestique pas cher,Fioul - Low cost,0.87,0.67,50,11,2013
prix fioul evolution,Fioul - Price,0.07,0.49,10,11,2013
prix du fioul ordinaire,Fioul - Price,0.18,0.58,20,11,2013
commander du fioul,Fioul - Transactional,0.78,1.28,40,11,2013
prix du fuel premier,Fioul - Price,0.2,0.41,30,11,2013
prix litre fuel,Fioul - Price,0.1,0.27,50,11,2013
evolution prix fioul domestique,Fioul - Price,0.07,1.65,70,11,2013
consommation moyenne fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.01,,30,11,2013
achat fioul domestique,Fioul - Transactional,0.57,1.43,110,11,2013
le prix du fioul va t il baisser,Fioul - Price,0.16,0.59,10,11,2013
acheter fioul,Fioul - Transactional,0.6,1.29,50,11,2013
prix du fioul meuse,Fioul - Price,0.2,0.35,10,11,2013
prix du fioul saone et loire,Fioul - Price,0.33,0.33,10,11,2013
fuel tarif,Fioul - Price,0.38,0.53,70,11,2013
prix fioul superieur,Fioul - Price,0.19,0.62,10,11,2013
acheter du fioul,Fioul - Transactional,0.67,1.22,50,11,2013
prix du fioul limoges,Fioul - Price,0.22,0.3,20,11,2013
prix du fioul seine maritime,Fioul - Price,0.15,0.43,10,11,2013
prix du fioul puy de dome,Fioul - Price,0.09,0.51,10,11,2013
consommation fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.02,,70,11,2013
fioul domestique le moins cher,Fioul - Low cost,0.9,0.7,110,11,2013
prix du fioul allier,Fioul - Price,0.17,,20,11,2013
augmentation du fuel,Fioul - Price,0.11,0.14,10,11,2013
prix du fioul haute normandie,Fioul - Price,0.26,0.33,10,11,2013
prix du fioul strasbourg,Fioul - Price,0.23,1.52,10,11,2013
prix du fioul chauffage,Fioul - Price,0.17,0.26,40,11,2013
prix du fuel de chauffage,Fioul - Price,0.3,0.33,40,11,2013
fioul paiement en plusieurs fois,Fioul - Transactional,0.57,1.44,50,11,2013
vente de fioul,Fioul - Transactional,0.77,1.07,50,11,2013
livraison fuel domestique,Fioul - Transactional,0.32,0.92,70,11,2013
consommation fuel maison,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0,,70,11,2013
fioul meilleur prix,Fioul - Low cost,0.73,0.95,10,11,2013
prix du fioul nord pas de calais,Fioul - Price,0.09,0.79,20,11,2013
prix du fioul haute vienne,Fioul - Price,0.27,0.32,10,11,2013
prix du fioul charente maritime,Fioul - Price,0.13,0.41,10,11,2013
fournisseur fioul,Fioul - Transactional,0.4,0.78,40,11,2013
prix du fioul haute marne,Fioul - Price,0.17,0.62,10,11,2013
comparateur prix du fioul,Fioul - Low cost,0.54,0.57,110,11,2013
prix du fioul ain,Fioul - Price,0.27,0.36,10,11,2013
prix du fioul actuellement,Fioul - Price,0.21,0.31,20,11,2013
prix du fioul rhone,Fioul - Price,0.25,0.96,10,11,2013
augmentation fuel,Fioul - Price,0.11,0.34,10,11,2013
prix du fioul ardeche,Fioul - Price,0.15,0.31,10,11,2013
fioul oise,Fioul - Generic,0.24,0.12,20,11,2013
prix du fuel au litre,Fioul - Price,0.1,0.31,30,11,2013
achat groupé fuel,Fioul - Transactional,0.49,0.63,50,11,2013
prix du fioul domestique bas rhin,Fioul - Price,0.18,0.15,170,11,2013
nettoyage cuve a fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,1.35,40,11,2013
fioul en ligne,Fioul - Generic,0.58,0.35,20,11,2013
prix du fioul caen,Fioul - Price,0.29,0.66,10,11,2013
prix du fioul creutzwald,Fioul - Price,0.19,0.16,0,11,2013
prix actuel du fuel,Fioul - Price,0.1,0.3,20,11,2013
le prix du fuel domestique,Fioul - Price,0.27,0.23,30,11,2013
prix du fioul niort,Fioul - Price,0.2,,0,11,2013
consommation fioul maison 120m2,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.04,,20,11,2013
cours du fuel domestique aujourd hui,Fioul - Price,0.19,0.41,30,11,2013
fioul perpignan,Fioul - Generic,0.33,0.22,20,11,2013
prix du fioul charente,Fioul - Price,0.1,0.12,10,11,2013
prix du fioul marne,Fioul - Price,0.2,0.6,10,11,2013
prix du fioul yonne,Fioul - Price,0.24,0.41,10,11,2013
fioul creutzwald,Fioul - Generic,0.26,0.22,20,11,2013
prix du fioul ariege,Fioul - Price,0.15,0.12,10,11,2013
évolution du prix du fioul domestique,Fioul - Price,0.1,0.5,40,11,2013
le prix du litre de fioul,Fioul - Price,0.18,0.26,10,11,2013
prix du fioul abbeville,Fioul - Price,0.17,0.11,0,11,2013
tendance prix fuel,Fioul - Price,0.18,0.36,20,11,2013
nettoyage cuve fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.83,2.41,140,11,2013
courbe du prix du fioul,Fioul - Price,0.09,1.02,10,11,2013
evolution prix du fioul domestique,Fioul - Price,0.14,,50,11,2013
fuel domestique pas cher,Fioul - Low cost,0.91,0.98,50,11,2013
tendance du prix du fioul,Fioul - Price,0.28,0.46,20,11,2013
evolution du prix du fuel domestique,Fioul - Price,0.11,0.54,50,11,2013
fioul ardennes,Fioul - Generic,0.19,1.09,10,11,2013
combien coute le fioul,Fioul - Price,0.23,0.61,10,11,2013
prix litre fuel domestique,Fioul - Price,0.09,0.33,20,11,2013
fioul le mans,Fioul - Generic,0.41,1.3,10,11,2013
achat fuel domestique,Fioul - Transactional,0.58,1.71,90,11,2013
augmentation fuel domestique,Fioul - Price,0.13,,10,11,2013
prix du fioul rhone alpes,Fioul - Price,0.23,0.43,20,11,2013
prix du fioul amiens,Fioul - Price,0.09,0.71,10,11,2013
abonnement fioul,Fioul - Transactional,0.31,0.62,10,11,2013
courbe prix fioul,Fioul - Price,0.08,,10,11,2013
fioul domestique prix aujourd hui,Fioul - Price,0.27,0.89,10,11,2013
prix du fioul basse normandie,Fioul - Price,0.19,0.36,20,11,2013
evolution fuel,Fioul - Price,0.17,0.56,50,11,2013
evolution tarif fioul,Fioul - Price,0.1,1.28,10,11,2013
fioul haute savoie,Fioul - Generic,0.3,0.31,20,11,2013
courbe du fioul,Fioul - Price,0.09,0.6,20,11,2013
fioul dijon,Fioul - Generic,0.27,0.31,20,11,2013
prix fioul ordinaire,Fioul - Price,0.2,0.97,20,11,2013
tarifs du fioul domestique aujourd hui,Fioul - Price,0.27,0.77,10,11,2013
chaudiere fioul a ventouse,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1,0.6,90,11,2013
prix litre fioul domestique,Fioul - Price,0.14,0.68,20,11,2013
prix moyen fuel domestique,Fioul - Price,0.19,0.68,70,11,2013
nettoyage d une cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.89,,20,11,2013
comparatif prix fioul,Fioul - Low cost,0.59,0.57,40,11,2013
fuel domestique tarif,Fioul - Price,0.31,0.38,30,11,2013
prix moyen fioul,Fioul - Price,0.24,0.62,20,11,2013
prix actuel du fioul,Fioul - Price,0.24,0.23,50,11,2013
acheter fioul domestique,Fioul - Transactional,0.66,0.82,40,11,2013
courbe prix fuel domestique,Fioul - Price,0.07,,10,11,2013
prix de fuel domestique,Fioul - Price,0.25,0.28,20,11,2013
tendance prix fuel domestique,Fioul - Price,0.2,0.57,40,11,2013
commande de fuel,Fioul - Transactional,0.65,2.2,10,11,2013
fioul charente,Fioul - Generic,0.17,,10,11,2013
tarif fuel domestique aujourd hui,Fioul - Price,0.32,1.21,30,11,2013
entretien cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.62,3.35,50,11,2013
fioul manche,Fioul - Generic,0.25,0.62,10,11,2013
tendance du prix du fioul domestique,Fioul - Price,0.22,0.12,10,11,2013
prix du fioul nievre,Fioul - Price,0.31,0.37,10,11,2013
meilleur prix fioul,Fioul - Low cost,0.83,0.95,20,11,2013
cout fuel domestique,Fioul - Price,0.22,0.37,30,11,2013
tarif fioul domestique aujourd hui,Fioul - Price,0.23,0.44,40,11,2013
fioul colmar,Fioul - Generic,0.31,0.71,10,11,2013
fioul soissons,Fioul - Generic,0.13,0.15,10,11,2013
le prix du fuel domestique aujourd hui,Fioul - Price,0.32,0.61,10,11,2013
fioul haute loire,Fioul - Generic,0.07,0.17,20,11,2013
fioul brest,Fioul - Generic,0.26,0.33,20,11,2013
commander du fuel,Fioul - Transactional,0.65,1.35,20,11,2013
prix moyen du fioul domestique,Fioul - Price,0.15,0.42,20,11,2013
courbe prix du fuel,Fioul - Price,0.07,,10,11,2013
fioul saint junien,Fioul - Generic,0.05,0.33,0,11,2013
prix fuel domestique aujourd hui,Fioul - Price,0.11,0.27,110,11,2013
cours du prix du fioul,Fioul - Price,0.18,0.25,10,11,2013
fioul eure et loir,Fioul - Generic,0.08,0.95,10,11,2013
aide pour le chauffage au fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.57,0.32,20,11,2013
fioul meuse,Fioul - Generic,0.24,0.18,10,11,2013
courbe prix fuel,Fioul - Price,0.04,0.25,10,11,2013
fioul castres,Fioul - Generic,0.26,0.26,10,11,2013
prix moyen du fuel,Fioul - Price,0.08,0.11,40,11,2013
fioul le havre,Fioul - Generic,0.16,0.53,10,11,2013
prix du fioul lyon,Fioul - Price,0.28,0.89,10,11,2013
tendance prix du fuel domestique,Fioul - Price,0.22,0.16,30,11,2013
fioul saumur,Fioul - Generic,0.22,0.82,10,11,2013
fuel prix tendance,Fioul - Price,0.31,1.75,40,11,2013
livraison fioul pas cher,Fioul - Transactional,0.83,2.4,10,11,2013
courbe prix du fioul domestique,Fioul - Price,0.08,,10,11,2013
cout nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.5,,10,11,2013
fioul crepy en valois,Fioul - Generic,0.27,1.11,10,11,2013
le fuel le moins cher,Fioul - Low cost,0.7,0.31,10,11,2013
tendance du prix du fuel domestique,Fioul - Price,0.14,,10,11,2013
prix du fioul 2016,Fioul - Price,0.01,,0,11,2013
tendance prix du fioul domestique,Fioul - Price,0.21,0.15,10,11,2013
prix du fuel ce jour,Fioul - Price,0.27,0.27,10,11,2013
evolution prix du fuel domestique aujourd hui,Fioul - Price,0.08,0.41,10,11,2013
fioul nord pas de calais,Fioul - Generic,0.23,1.35,10,11,2013
courbe du prix du fuel domestique,Fioul - Price,0.17,,10,11,2013
prix fioul 2016,Fioul - Price,0.05,,0,11,2013
nettoyage de cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,0.81,10,11,2013
evolution prix du fioul 2016,Fioul - Price,0.14,,0,11,2013
commande de fioul en ligne,Fioul - Price,0.84,3.91,20,11,2013
cours du fuel domestique ce jour,Fioul - Price,0.29,,20,11,2013
evolution fuel domestique,Fioul - Price,0.11,,10,11,2013
fioul de qualité supérieure,Fioul - Generic,0.52,,10,11,2013
fuel en ligne,Fioul - Generic,0.58,0.31,10,11,2013
fuel paiement plusieurs fois,Fioul - Transactional,0.24,,10,11,2013
prix du fioul morlaix,Fioul - Price,0.07,,0,11,2013
courbe prix du fuel domestique,Fioul - Price,0.11,,10,11,2013
fioul contrexeville,Fioul - Generic,0.29,2.89,0,11,2013
prix du fioul,Fioul - Price,0.21,0.41,22200,12,2013
fioul,Fioul - Generic,0.42,0.75,6600,12,2013
prix fioul,Fioul - Price,0.2,0.51,4400,12,2013
prix du fuel,Fioul - Price,0.17,0.51,6600,12,2013
prix du fioul domestique,Fioul - Price,0.26,0.41,2400,12,2013
prix fuel,Fioul - Price,0.24,0.42,1300,12,2013
fuel,Fioul - Generic,0.22,0.91,4400,12,2013
prix du fuel domestique,Fioul - Price,0.25,0.44,1900,12,2013
fioul pas cher,Fioul - Low cost,0.81,1.11,1000,12,2013
fioul moins cher,Fioul - Low cost,0.76,1.01,1900,12,2013
prix fuel domestique,Fioul - Price,0.22,0.45,2900,12,2013
evolution prix du fioul,Fioul - Price,0.12,0.39,140,12,2013
prix fioul domestique,Fioul - Price,0.25,0.48,1000,12,2013
fioul domestique,Fioul - Generic,0.45,1,1900,12,2013
fioul prix,Fioul - Price,0.39,0.57,390,12,2013
cours du fioul,Fioul - Price,0.11,0.21,880,12,2013
fuel domestique,Fioul - Generic,0.47,0.85,1600,12,2013
tarif fioul,Fioul - Price,0.31,0.35,880,12,2013
fuel prix,Fioul - Price,0.41,0.53,320,12,2013
fuel moins cher,Fioul - Low cost,0.61,0.59,480,12,2013
le prix du fioul,Fioul - Price,0.3,0.34,260,12,2013
chauffage au fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1,0.33,720,12,2013
tendance prix fioul,Fioul - Price,0.32,0.48,10,12,2013
cuve a fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1,0.66,1000,12,2013
tarif fuel,Fioul - Price,0.22,0.48,390,12,2013
cours du fuel,Fioul - Price,0.08,0.22,480,12,2013
prix du litre de fioul,Fioul - Price,0.14,0.27,480,12,2013
aide au chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.47,0.48,260,12,2013
prix du fioul alsace,Fioul - Price,0.11,0.72,320,12,2013
fuel pas cher,Fioul - Low cost,0.77,1.02,320,12,2013
cours du fioul domestique,Fioul - Price,0.16,0.41,170,12,2013
