Keyword,Category,SEA competition index,SEA Cost per click,Demand,month,year,Close,High,Low,Average,Max,Min
prix du fioul lyon,Fioul - Price,0.28,0.89,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
tendance prix du fuel domestique,Fioul - Price,0.22,0.16,30,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fioul saumur,Fioul - Generic,0.22,0.82,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fuel prix tendance,Fioul - Price,0.31,1.75,40,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
livraison fioul pas cher,Fioul - Transactional,0.83,2.4,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
courbe prix du fioul domestique,Fioul - Price,0.08,,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
cout nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.5,,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fioul crepy en valois,Fioul - Generic,0.27,1.11,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
le fuel le moins cher,Fioul - Low cost,0.7,0.31,20,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
tendance du prix du fuel domestique,Fioul - Price,0.14,,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
prix du fioul 2016,Fioul - Price,0.01,,0,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
tendance prix du fioul domestique,Fioul - Price,0.21,0.15,50,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
prix du fuel ce jour,Fioul - Price,0.27,0.27,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
evolution prix du fuel domestique aujourd hui,Fioul - Price,0.08,0.41,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fioul nord pas de calais,Fioul - Generic,0.23,1.35,20,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
courbe du prix du fuel domestique,Fioul - Price,0.17,,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
prix fioul 2016,Fioul - Price,0.05,,0,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
nettoyage de cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,0.81,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
evolution prix du fioul 2016,Fioul - Price,0.14,,0,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
commande de fioul en ligne,Fioul - Price,0.84,3.91,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
cours du fuel domestique ce jour,Fioul - Price,0.29,,30,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
evolution fuel domestique,Fioul - Price,0.11,,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fioul de qualité supérieure,Fioul - Generic,0.52,,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fuel en ligne,Fioul - Generic,0.58,0.31,10,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fuel paiement plusieurs fois,Fioul - Transactional,0.24,,0,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
prix du fioul morlaix,Fioul - Price,0.07,,0,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
courbe prix du fuel domestique,Fioul - Price,0.11,,20,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
fioul contrexeville,Fioul - Generic,0.29,2.89,0,9,2014,98.63095238095238,103.3,94.24,18.18957635181309,32.30000000000001,2.5
prix du fioul,Fioul - Price,0.21,0.41,49500,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul,Fioul - Generic,0.42,0.75,9900,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix fioul,Fioul - Price,0.2,0.51,8100,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fuel,Fioul - Price,0.17,0.51,14800,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul domestique,Fioul - Price,0.26,0.41,12100,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix fuel,Fioul - Price,0.24,0.42,3600,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fuel,Fioul - Generic,0.22,0.91,5400,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fuel domestique,Fioul - Price,0.25,0.44,4400,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul pas cher,Fioul - Low cost,0.81,1.11,1900,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul moins cher,Fioul - Low cost,0.76,1.01,3600,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix fuel domestique,Fioul - Price,0.22,0.45,5400,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
evolution prix du fioul,Fioul - Price,0.12,0.39,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix fioul domestique,Fioul - Price,0.25,0.48,4400,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul domestique,Fioul - Generic,0.45,1.0,2900,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul prix,Fioul - Price,0.39,0.57,880,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours du fioul,Fioul - Price,0.11,0.21,2400,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fuel domestique,Fioul - Generic,0.47,0.85,4400,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif fioul,Fioul - Price,0.31,0.35,1900,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fuel prix,Fioul - Price,0.41,0.53,720,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fuel moins cher,Fioul - Low cost,0.61,0.59,880,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
le prix du fioul,Fioul - Price,0.3,0.34,480,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
chauffage au fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.33,1000,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tendance prix fioul,Fioul - Price,0.32,0.48,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cuve a fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.66,1300,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif fuel,Fioul - Price,0.22,0.48,1000,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours du fuel,Fioul - Price,0.08,0.22,880,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du litre de fioul,Fioul - Price,0.14,0.27,590,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
aide au chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.47,0.48,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul alsace,Fioul - Price,0.11,0.72,480,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fuel pas cher,Fioul - Low cost,0.77,1.02,880,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours du fioul domestique,Fioul - Price,0.16,0.41,480,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fuel domestique prix,Fioul - Price,0.38,0.64,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul en france,Fioul - Price,0.08,0.76,40,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
evolution prix fioul,Fioul - Price,0.1,0.48,170,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul bas rhin,Fioul - Price,0.12,0.82,70,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul domestique prix,Fioul - Price,0.36,0.59,210,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
aide chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.53,0.86,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul moselle,Fioul - Price,0.23,0.33,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif fuel domestique,Fioul - Price,0.28,0.42,880,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.73,1600,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
livraison fioul,Fioul - Transactional,0.52,1.51,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.82,2.04,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours du fuel domestique,Fioul - Price,0.17,0.53,480,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix litre fioul,Fioul - Price,0.08,0.34,320,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul domestique aujourd hui,Fioul - Price,0.19,0.56,880,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif fioul domestique,Fioul - Price,0.31,0.47,590,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif du fioul,Fioul - Price,0.39,0.38,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul domestique ce jour,Fioul - Price,0.17,0.54,170,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours fioul,Fioul - Price,0.12,0.26,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul le moins cher,Fioul - Low cost,0.81,0.79,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
achat fioul,Fioul - Transactional,0.72,1.68,170,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fuel aujourd hui,Fioul - Price,0.12,0.49,170,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
commande fioul,Fioul - Transactional,0.73,1.95,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tendance prix du fioul,Fioul - Price,0.25,0.59,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prime fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.31,1.12,70,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul bretagne,Fioul - Price,0.12,0.66,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul vosges,Fioul - Price,0.09,0.69,40,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul discount,Fioul - Low cost,0.45,0.59,210,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul aujourd hui,Fioul - Price,0.17,0.35,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
livraison fuel,Fioul - Transactional,0.43,0.87,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
aide chauffage fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.51,0.61,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul aveyron,Fioul - Price,0.2,0.31,20,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
court du fioul,Fioul - Price,0.15,0.28,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul haut rhin,Fioul - Price,0.12,0.57,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours fuel,Fioul - Price,0.11,0.25,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
le prix du fioul domestique,Fioul - Price,0.4,0.47,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fioul alsace,Fioul - Generic,0.29,0.79,210,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul manche,Fioul - Price,0.16,0.39,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
livraison de fioul,Fioul - Transactional,0.34,1.25,110,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
comparateur fioul,Fioul - Low cost,0.46,1.02,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix de fioul,Fioul - Price,0.39,0.57,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
aide pour le chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.61,0.69,90,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
quand acheter du fioul,Fioul - Transactional,0.44,0.82,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
evolution du prix du fioul,Fioul - Price,0.13,0.38,210,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prixfioul,Fioul - Price,0.08,0.98,720,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul haute loire,Fioul - Price,0.09,0.81,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul loire,Fioul - Price,0.16,0.39,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul tarn,Fioul - Price,0.26,0.39,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul superieur,Fioul - Price,0.23,0.92,40,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul nord,Fioul - Price,0.1,0.18,30,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul vaucluse,Fioul - Price,0.3,0.36,20,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif du fuel domestique,Fioul - Price,0.32,0.42,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul oise,Fioul - Price,0.16,0.76,40,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours fuel domestique,Fioul - Price,0.18,0.59,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif du fioul domestique,Fioul - Price,0.38,0.38,110,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
le fioul,Fioul - Generic,0.09,0.69,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
le prix du fuel,Fioul - Price,0.22,0.68,170,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cours fioul domestique,Fioul - Price,0.16,0.7,210,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du litre de fioul domestique,Fioul - Price,0.18,0.45,90,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
aide fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.38,0.65,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
fonctionnement chaudiere fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.07,,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul calvados,Fioul - Price,0.33,0.76,20,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul pas de calais,Fioul - Price,0.13,0.73,70,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul gard,Fioul - Price,0.25,0.2,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul orne,Fioul - Price,0.19,0.19,20,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
evolution prix du fuel,Fioul - Price,0.09,0.46,170,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
evolution prix fuel,Fioul - Price,0.11,0.35,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul var,Fioul - Price,0.36,0.69,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
comparateur prix fioul,Fioul - Low cost,0.62,0.67,140,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul sarthe,Fioul - Price,0.22,0.67,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
commande de fioul,Fioul - Transactional,0.67,1.39,50,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
tarif du fuel,Fioul - Price,0.25,0.52,90,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fuel domestique aujourd hui,Fioul - Price,0.14,1.61,590,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
aide au fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.27,0.75,40,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
livraison fioul domestique,Fioul - Transactional,0.52,1.58,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul isere,Fioul - Price,0.22,0.25,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul morbihan,Fioul - Price,0.22,0.76,20,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.79,390,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul loiret,Fioul - Price,0.27,0.57,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
achat groupé fioul,Fioul - Transactional,0.59,0.96,110,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul ille et vilaine,Fioul - Price,0.1,0.52,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix du fioul somme,Fioul - Price,0.12,0.15,10,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix fuel chauffage,Fioul - Price,0.32,0.35,70,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
prix fioul domestique aujourd hui,Fioul - Price,0.26,0.32,260,10,2014,88.05315789473684,96.23,82.6,15.217269749839645,31.0,-0.0999999999999659
